,Unnamed: 0,mesh_area,mesh_rectangularity,mesh_eccentricity,mesh_volume,mesh_a3,mesh_d1,mesh_d2,mesh_d3,mesh_d4,mesh_compactness,mesh_diameter,ID,class
1143,1143,-0.56608895103708,-0.734868685973763,-0.1946509112091055,-0.453655526510507,"[0.15914 0.18974 0.17154 0.14618 0.10322 0.08762 0.05746 0.0466  0.02924
 0.00926]","[0.10771543 0.51452906 0.26052104 0.11723447 0.         0.
 0.         0.         0.         0.        ]","[0.07424 0.14972 0.15288 0.17924 0.14772 0.16416 0.07806 0.03184 0.02214
 0.     ]","[0.14542 0.27076 0.32434 0.1839  0.07558 0.      0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 2.0000e-05]",-0.046494713504198926,-0.3745519829359353,85,snake
1144,1144,0.5633437676126265,1.4475113099663486,-0.17706466726054648,0.3117876027698331,"[0.16356 0.21148 0.156   0.11408 0.10318 0.089   0.0702  0.04724 0.0337
 0.01156]","[0.15124378 0.42338308 0.35522388 0.07014925 0.         0.
 0.         0.         0.         0.        ]","[0.0709  0.15436 0.20184 0.1943  0.15964 0.09572 0.06388 0.03872 0.02064
 0.     ]","[0.09726 0.36562 0.39442 0.13118 0.01152 0.      0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 2.0000e-05 0.0000e+00 0.0000e+00]",-0.0465589965878213,-0.19509956009841253,436,building
1145,1145,-0.02207896410708455,-0.6273399068631887,0.02241774097582743,-0.4970779856635336,"[0.19434 0.1539  0.15324 0.12038 0.1016  0.07884 0.06244 0.05376 0.05048
 0.03102]","[0.56024964 0.43014882 0.00576092 0.00384061 0.         0.
 0.         0.         0.         0.        ]","[1.9694e-01 3.2338e-01 3.0662e-01 1.3840e-01 2.9760e-02 3.3600e-03
 1.3800e-03 1.6000e-04 0.0000e+00 0.0000e+00]","[4.5976e-01 4.4394e-01 9.3180e-02 3.0000e-03 1.2000e-04 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 2.0000e-05 0.0000e+00 0.0000e+00 0.0000e+00]",-0.030395317885846134,-0.736120487949939,1662,city
1146,1146,-0.703755994399385,-0.7888905958068031,-0.03976362317174973,-0.5162693019052753,"[0.24172 0.18218 0.12448 0.10138 0.07882 0.06262 0.05668 0.05848 0.0612
 0.03244]","[0.61142217 0.36282195 0.02407615 0.00167973 0.         0.
 0.         0.         0.         0.        ]","[2.5268e-01 3.5852e-01 2.4594e-01 1.0574e-01 2.7740e-02 7.8600e-03
 1.2600e-03 2.0000e-04 6.0000e-05 0.0000e+00]","[5.3278e-01 4.0328e-01 6.2920e-02 1.0000e-03 2.0000e-05 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.0000e-05
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.044167761924497825,-0.7277838175905267,1257,winged_vehicle
1147,1147,1.8340964634054346,-0.26462298677547597,-0.09380655867467272,-0.33745509475843055,"[0.1751  0.1752  0.16052 0.13982 0.13918 0.08572 0.04962 0.03772 0.02438
 0.01274]","[0.02827918 0.10409146 0.40493381 0.46269555 0.         0.
 0.         0.         0.         0.        ]","[0.05383703 0.07411953 0.08223253 0.08716274 0.15464625 0.07746874
 0.19656342 0.0738907  0.15851553 0.04156352]","[0.08058 0.16272 0.19516 0.22004 0.16172 0.11    0.06978 0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 2.0000e-05 0.0000e+00]",-0.03659900406187835,1.6683479931858776,850,shelves
1148,1148,3.699986510558914,0.04066121533234433,-0.19181258519722516,0.06352909865544858,"[0.12152 0.2208  0.1794  0.14316 0.11462 0.0867  0.0637  0.04132 0.02196
 0.00682]","[0.08935547 0.45507812 0.40527344 0.05029297 0.         0.
 0.         0.         0.         0.        ]","[0.02734 0.11184 0.2037  0.22142 0.18398 0.1211  0.07192 0.04506 0.01292
 0.00072]","[0.03652 0.25252 0.41386 0.24604 0.049   0.00206 0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 2.0000e-05 0.0000e+00]",-0.04183891370511746,0.8705464633119557,437,building
1149,1149,0.3235285634815519,-0.7142775691352878,-0.1540154383728651,-0.39637087783030767,"[0.22104 0.15212 0.14694 0.12802 0.11546 0.07918 0.0531  0.04456 0.03928
 0.0203 ]","[0.05050505 0.3664422  0.50673401 0.07631874 0.         0.
 0.         0.         0.         0.        ]","[0.11512 0.11464 0.12314 0.11838 0.13154 0.20096 0.1399  0.04682 0.00896
 0.00054]","[0.19664 0.32942 0.18762 0.1575  0.11408 0.01474 0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 2.0000e-05 0.0000e+00 0.0000e+00]",-0.04468207775802469,0.16396262182513563,1663,city
1150,1150,-0.4934850792902079,-0.5792313767499434,-0.14651918782190176,-0.40887932095706986,"[0.2148  0.17984 0.13764 0.10486 0.0951  0.07822 0.07152 0.0615  0.04284
 0.01368]","[1.63841808e-01 5.54541504e-01 2.81182095e-01 4.34593655e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00]","[0.1681  0.15268 0.16384 0.21196 0.12552 0.14746 0.02856 0.00188 0.
 0.     ]","[0.28338 0.38238 0.2861  0.04768 0.00046 0.      0.      0.      0.
 0.     ]","[9.9998e-01 2.0000e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.04654281330715095,-0.5800555160053149,1258,winged_vehicle
1151,1151,1.5864755960788606,-0.23250483154185853,-0.16399875560481048,-0.19258309344011712,"[0.14588 0.18546 0.16586 0.14276 0.11952 0.09228 0.06074 0.04546 0.03006
 0.01198]","[0.05002527 0.16321374 0.51389591 0.27286508 0.         0.
 0.         0.         0.         0.        ]","[0.0293461  0.07900718 0.14007281 0.12826599 0.15791379 0.13623107
 0.14570469 0.08248688 0.0756884  0.0252831 ]","[2.7420e-02 1.6744e-01 2.9000e-01 2.5168e-01 1.7460e-01 7.7400e-02
 1.1440e-02 2.0000e-05 0.0000e+00 0.0000e+00]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 2.0000e-05 0.0000e+00 0.0000e+00]",-0.04423896043179687,1.813091499999685,851,shelves
1152,1152,0.6536482132952129,3.647834068774034,-0.2013316567557214,3.184936141767475,"[0.09066 0.18266 0.212   0.19034 0.14594 0.0893  0.05194 0.0247  0.0099
 0.00256]","[0.         0.18635438 0.63747454 0.17617108 0.         0.
 0.         0.         0.         0.        ]","[0.01664033 0.06374127 0.10658213 0.14146283 0.17078342 0.20134403
 0.16766335 0.09026181 0.03842077 0.00310006]","[0.01634 0.12014 0.25118 0.32332 0.24518 0.04328 0.00056 0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 2.0000e-05]",-0.046632052868921414,0.9960732350826242,438,building
1153,1153,0.05942030575445766,-0.7329460463641176,-0.18406047451191074,-0.4562604578529072,"[0.15916 0.20734 0.17536 0.12904 0.09926 0.07928 0.06306 0.04284 0.03098
 0.01368]","[0.14922404 0.45244727 0.37922801 0.01910068 0.         0.
 0.         0.         0.         0.        ]","[0.06702 0.16708 0.2239  0.18698 0.1678  0.11386 0.06188 0.01106 0.00042
 0.     ]","[1.1752e-01 3.6188e-01 3.5192e-01 1.5274e-01 1.5840e-02 1.0000e-04
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.0000e-05
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.043270708988444005,-0.3431839316771487,1664,city
1154,1154,-0.2862872489356245,-0.6973049538211258,-0.16015964059391866,-0.4508956621091321,"[0.20928 0.20312 0.14816 0.11062 0.09048 0.07652 0.06262 0.05122 0.03586
 0.01212]","[0.38024096 0.46650602 0.13204819 0.02120482 0.         0.
 0.         0.         0.         0.        ]","[0.1248  0.27672 0.241   0.1872  0.1024  0.0463  0.01546 0.00564 0.00048
 0.     ]","[2.2252e-01 5.6898e-01 1.7788e-01 2.8900e-02 1.7000e-03 2.0000e-05
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 2.0000e-05 0.0000e+00 0.0000e+00 0.0000e+00]",-0.0458622345940408,-0.5976327117394735,1259,winged_vehicle
1155,1155,1.5365171785597769,0.08519247536693024,-0.17641921840539887,-0.0757451473227688,"[0.14984 0.18064 0.17326 0.14902 0.12628 0.08854 0.06036 0.0381  0.0234
 0.01056]","[0.03033908 0.20047591 0.53242118 0.23676383 0.         0.
 0.         0.         0.         0.        ]","[0.03110326 0.09330979 0.12021913 0.12365052 0.15212506 0.16332223
 0.16552956 0.08578481 0.04926356 0.0156921 ]","[0.04192 0.16124 0.29784 0.26554 0.15944 0.06554 0.00848 0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 2.0000e-05 0.0000e+00 0.0000e+00 0.0000e+00]",-0.045402664209132255,1.5903880112293518,852,shelves
1156,1156,-0.09337035020064105,-0.6758076761575709,-0.16619553054195405,-0.4839127139296283,"[0.16404 0.18636 0.15632 0.12452 0.10934 0.08836 0.07048 0.05204 0.03378
 0.01476]","[0.70534699 0.17633675 0.09726962 0.02104664 0.         0.
 0.         0.         0.         0.        ]","[1.6274e-01 3.6448e-01 2.2478e-01 1.3500e-01 7.5440e-02 2.7180e-02
 6.5000e-03 2.8600e-03 9.8000e-04 4.0000e-05]","[3.3176e-01 5.1268e-01 1.3414e-01 2.0060e-02 1.3400e-03 2.0000e-05
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 2.0000e-05 0.0000e+00 0.0000e+00 0.0000e+00]",-0.040903892334385766,0.6121699402993291,439,building
1157,1157,1.666627791559795,1.1148351660391407,0.23194131495977227,-0.20505287953349147,"[0.19354 0.1846  0.1506  0.11718 0.09292 0.07474 0.05858 0.05192 0.04562
 0.0303 ]","[0.23338116 0.42180775 0.30272597 0.04017217 0.00191296 0.
 0.         0.         0.         0.        ]","[0.06984419 0.16771006 0.21925316 0.19887193 0.15922955 0.10526632
 0.05444327 0.02094126 0.00382023 0.00062004]","[1.5942e-01 3.8548e-01 2.9464e-01 1.2870e-01 2.9020e-02 2.5800e-03
 1.6000e-04 0.0000e+00 0.0000e+00 0.0000e+00]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 2.0000e-05 0.0000e+00 0.0000e+00 0.0000e+00]",-0.043790842174062476,1.6573185137800688,1665,city
1158,1158,-0.6147484612531698,0.43311753358638616,-0.016158182585272247,-0.4152424928062927,"[0.33372 0.1582  0.08364 0.06246 0.0533  0.04904 0.0538  0.07348 0.09058
 0.04178]","[0.2625261  0.5506263  0.07306889 0.11377871 0.         0.
 0.         0.         0.         0.        ]","[0.20376 0.2183  0.15424 0.15112 0.09442 0.05756 0.0502  0.0617  0.0087
 0.     ]","[0.33792 0.52592 0.13616 0.      0.      0.      0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 2.0000e-05 0.0000e+00 0.0000e+00 0.0000e+00]",-0.046598908878671345,-0.698977566906523,126,human
1159,1159,1.0221278647521046,-0.21805935658712228,-0.16672229067246216,-0.31923364048230407,"[0.16422 0.16142 0.17242 0.1489  0.1254  0.09262 0.06144 0.03748 0.02462
 0.01148]","[0.0262484  0.15364917 0.50704225 0.31306018 0.         0.
 0.         0.         0.         0.        ]","[0.03680425 0.09085232 0.10360388 0.12785802 0.12213694 0.11462299
 0.21840817 0.10533631 0.05719063 0.02318648]","[0.04744 0.17224 0.26918 0.22898 0.16834 0.09122 0.0226  0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 2.0000e-05 0.0000e+00 0.0000e+00 0.0000e+00]",-0.04372366821078091,1.5356574054883112,853,shelves
1160,1160,-0.670201911484624,-0.6945648574441579,-0.17832714144391093,-0.48393600411255006,"[0.17052 0.20396 0.16806 0.1327  0.10608 0.07902 0.0594  0.04402 0.02776
 0.00848]","[0.47347213 0.50503694 0.01880457 0.00268637 0.         0.
 0.         0.         0.         0.        ]","[1.6342e-01 3.2816e-01 2.9566e-01 1.8546e-01 2.0420e-02 5.6800e-03
 1.1000e-03 1.0000e-04 0.0000e+00 0.0000e+00]","[0.36364 0.52978 0.10344 0.00314 0.      0.      0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 2.0000e-05 0.0000e+00 0.0000e+00]",-0.04648707396267229,-0.736144609011052,44,flying_creature
1161,1161,-0.19603738055591133,-0.8521051801491915,-0.19010847477423234,-0.5227312348967745,"[0.24112 0.20666 0.11884 0.08102 0.06648 0.06758 0.08094 0.07096 0.0498
 0.0166 ]","[0.35197537 0.37711647 0.13340174 0.08106721 0.0564392  0.
 0.         0.         0.         0.        ]","[0.12950942 0.198766   0.17850755 0.14932572 0.10306088 0.09146452
 0.07789859 0.03882871 0.02606668 0.00657194]","[0.22566 0.43398 0.18696 0.0927  0.04534 0.01322 0.00214 0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 2.0000e-05 0.0000e+00 0.0000e+00]",0.36130120310789043,2.1483024226665908,1666,handheld
1162,1162,-0.5224119301667309,-0.7832767131122415,-0.17604813363180605,-0.48819249132709275,"[0.18774 0.19712 0.1449  0.10628 0.08396 0.07628 0.07246 0.0606  0.04926
 0.0214 ]","[0.33398821 0.49410609 0.16846758 0.00343811 0.         0.
 0.         0.         0.         0.        ]","[0.11144 0.24168 0.2666  0.1972  0.10752 0.04964 0.01984 0.00578 0.0003
 0.     ]","[0.19692 0.56534 0.2057  0.03118 0.00086 0.      0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.0000e-05
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.04585893405272728,-0.47624791392035076,1260,winged_vehicle
1163,1163,1.7064365969481825,1.540516550071501,-0.13413582758059972,0.4001495544969662,"[0.17126 0.20342 0.17158 0.13584 0.1104  0.0765  0.05216 0.03852 0.02688
 0.01344]","[0.03633491 0.20853081 0.34755134 0.36334913 0.04423381 0.
 0.         0.         0.         0.        ]","[0.02595241 0.05365142 0.12226195 0.12094686 0.13247442 0.13009082
 0.15152262 0.07146673 0.14334443 0.04828833]","[0.0279  0.14228 0.27008 0.24264 0.17344 0.10652 0.03206 0.00508 0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 2.0000e-05 0.0000e+00 0.0000e+00]",-0.04628155768399012,2.5524729604308027,854,shelves
1164,1164,0.7843260420379525,0.11378382852706243,-0.18319628290184437,0.12127181226172844,"[0.1596  0.22222 0.16868 0.1317  0.10486 0.08246 0.0594  0.03936 0.02346
 0.00826]","[0.15135492 0.55188367 0.18968936 0.1064111  0.00066094 0.
 0.         0.         0.         0.        ]","[0.07800156 0.17254345 0.20444409 0.19176384 0.13738275 0.10398208
 0.07600152 0.02590052 0.00854017 0.00144003]","[0.11568 0.34588 0.30918 0.16924 0.05618 0.00384 0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 2.0000e-05 0.0000e+00]",-0.04643853656660536,0.8709299277076333,440,building
1165,1165,-0.4505518603874161,-0.25718073858313384,-0.12795974497389248,-0.28080355291297576,"[0.25904 0.1842  0.1106  0.0787  0.07066 0.06612 0.07114 0.07536 0.0598
 0.02438]","[0.26635514 0.35202492 0.34683281 0.00830737 0.01194185 0.0145379
 0.         0.         0.         0.        ]","[0.08193863 0.2443126  0.18241767 0.14860396 0.11755627 0.09127899
 0.06728668 0.04970836 0.01144495 0.00545189]","[0.16378 0.55256 0.23556 0.02356 0.01536 0.0073  0.00188 0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 2.0000e-05 0.0000e+00 0.0000e+00 0.0000e+00]",-0.04660852594998086,1.565130848760415,1667,handheld
1166,1166,-0.3902856755814341,-0.4705219953624838,-0.12486598772969712,-0.3800014265346645,"[0.2509  0.18502 0.12806 0.0941  0.081   0.06156 0.05498 0.05668 0.0597
 0.028  ]","[0.22323944 0.53943662 0.21408451 0.02323944 0.         0.
 0.         0.         0.         0.        ]","[0.13    0.2339  0.18978 0.16734 0.12464 0.09254 0.04794 0.01354 0.00032
 0.     ]","[2.5312e-01 5.1602e-01 1.7620e-01 4.9460e-02 5.1600e-03 4.0000e-05
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 2.0000e-05 0.0000e+00 0.0000e+00 0.0000e+00]",-0.04652058636989731,-0.5996259458727461,1261,winged_vehicle
1167,1167,2.548990836230639,4.3242878525850905,-0.19947255805596648,4.177720568487595,"[0.09752 0.20344 0.22204 0.17854 0.12758 0.07822 0.04864 0.02636 0.01358
 0.00408]","[0.05252422 0.2845487  0.50382458 0.15553289 0.00356961 0.
 0.         0.         0.         0.        ]","[0.01883771 0.06810402 0.13110324 0.17378336 0.20547314 0.17318279
 0.12177447 0.07252818 0.02926751 0.00594559]","[2.3100e-02 1.5474e-01 3.1558e-01 3.1146e-01 1.5540e-01 3.6740e-02
 2.8400e-03 1.4000e-04 0.0000e+00 0.0000e+00]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.0000e-05
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.04660508371178303,2.508093292258132,855,shelves
1168,1168,3.2112890897998496,-0.47773231693645596,-0.18983699515512914,-0.27953656833401636,"[0.12516 0.2057  0.17658 0.15042 0.1263  0.08972 0.05676 0.03886 0.02242
 0.00808]","[0.09924215 0.36990256 0.4619271  0.06892818 0.         0.
 0.         0.         0.         0.        ]","[0.03294 0.11158 0.1893  0.21906 0.18246 0.12564 0.07578 0.05196 0.01076
 0.00052]","[0.054   0.2609  0.40496 0.2281  0.0477  0.00434 0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 2.0000e-05 0.0000e+00 0.0000e+00]",-0.026850382478397807,0.6466147979464645,441,building
1169,1169,0.41328564873490586,-0.7439411888862829,-0.20268173033310333,-0.43463533078087707,"[0.10732 0.15644 0.20224 0.19874 0.1334  0.08776 0.05306 0.03284 0.01796
 0.01024]","[0.03497942 0.51028807 0.39351852 0.05812757 0.00308642 0.
 0.         0.         0.         0.        ]","[0.04482 0.08306 0.10814 0.27894 0.18646 0.15202 0.1163  0.02616 0.00366
 0.00044]","[1.1860e-01 1.7356e-01 2.7118e-01 3.1644e-01 1.1400e-01 6.2000e-03
 2.0000e-05 0.0000e+00 0.0000e+00 0.0000e+00]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 2.0000e-05]",-0.041724063912555884,0.2932618970823934,1668,handheld
1170,1170,-0.43699022165535084,-0.637724002378492,-0.052010649448011335,-0.4575087025245155,"[0.3359  0.1369  0.08126 0.07386 0.0648  0.0515  0.04886 0.0568  0.08112
 0.069  ]","[0.28479763 0.36821323 0.3153998  0.03158934 0.         0.
 0.         0.         0.         0.        ]","[0.1623  0.192   0.18788 0.17024 0.09876 0.09632 0.06316 0.02654 0.0028
 0.     ]","[3.1932e-01 5.0524e-01 1.4066e-01 3.2040e-02 2.5800e-03 1.6000e-04
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 2.0000e-05 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.046226517425137385,-0.553660656901283,1262,winged_vehicle
1171,1171,2.8456562012296547,-0.46780196898016807,-0.1903967013844698,-0.25063064880438474,"[0.1127  0.19266 0.17168 0.16128 0.14464 0.1018  0.0565  0.03504 0.01756
 0.00614]","[0.0224261  0.16309888 0.36187564 0.45259939 0.         0.
 0.         0.         0.         0.        ]","[0.0159084  0.05781741 0.09705137 0.14848516 0.1358395  0.1442902
 0.12848313 0.10872429 0.1210457  0.04235485]","[1.7360e-02 1.0130e-01 2.4568e-01 2.9866e-01 2.1820e-01 9.2780e-02
 2.6000e-02 2.0000e-05 0.0000e+00 0.0000e+00]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 2.0000e-05]",-0.03465739604947794,2.0993315540449884,856,shelves
1172,1172,0.7141510194179764,-0.7249377733059098,-0.18742112637815514,-0.46477327466359813,"[0.14138 0.20236 0.1692  0.14066 0.10948 0.08364 0.06438 0.04752 0.0306
 0.01078]","[0.60326087 0.35054348 0.04076087 0.00543478 0.         0.
 0.         0.         0.         0.        ]","[1.5864e-01 3.8866e-01 2.9558e-01 1.0120e-01 3.4580e-02 1.6980e-02
 3.5600e-03 6.6000e-04 1.4000e-04 0.0000e+00]","[3.2094e-01 5.8178e-01 8.8520e-02 7.9400e-03 8.0000e-04 2.0000e-05
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 2.0000e-05 0.0000e+00 0.0000e+00 0.0000e+00]",-0.0260348951993012,-0.39305763477613087,442,building
1173,1173,-0.3465720110020797,-0.7442948531967439,-0.2003418759007554,-0.35569822004271096,"[0.24892 0.18    0.11536 0.09174 0.08112 0.0738  0.0679  0.0684  0.05328
 0.01948]","[0.30448065 0.40274949 0.15631365 0.07230143 0.00712831 0.05702648
 0.         0.         0.         0.        ]","[0.11167318 0.23384796 0.15374031 0.13599482 0.11831003 0.07478602
 0.03945691 0.06139091 0.04661986 0.02418   ]","[1.9020e-01 4.5828e-01 1.4220e-01 8.8960e-02 6.4080e-02 3.5780e-02
 1.7340e-02 3.0000e-03 1.6000e-04 0.0000e+00]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.0000e-05
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.046528520044886654,3.577782330769983,1669,handheld
1174,1174,-0.22617331368350024,-0.6987033231551312,-0.07128508256745453,-0.44099654529153565,"[0.30428 0.15584 0.08926 0.08992 0.09522 0.06156 0.04336 0.05906 0.06196
 0.03954]","[0.28778135 0.29019293 0.37057878 0.05144695 0.         0.
 0.         0.         0.         0.        ]","[0.13914 0.17178 0.20728 0.1261  0.10366 0.13016 0.0757  0.03886 0.00732
 0.     ]","[0.24668 0.51486 0.19008 0.03878 0.00886 0.00074 0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.0000e-05
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.0458455618370226,-0.7297055830185044,1263,winged_vehicle
1175,1175,3.4117985244874927,2.4340821465242284,-0.18859967693961815,1.0424072951201298,"[0.1117  0.21096 0.19122 0.15568 0.12042 0.08554 0.0603  0.03674 0.02038
 0.00706]","[0.0339233  0.29719764 0.37684366 0.2920354  0.         0.
 0.         0.         0.         0.        ]","[0.01916485 0.07401319 0.13232965 0.15995429 0.18920273 0.16027504
 0.11937935 0.06286711 0.06415011 0.01866367]","[0.02702 0.13956 0.32092 0.31644 0.1507  0.04294 0.00242 0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 2.0000e-05 0.0000e+00 0.0000e+00]",-0.0460802998485952,1.3195296400379017,857,shelves
1176,1176,0.44745429491103733,1.4200082814898136,-0.19180760818411471,0.8120367423955482,"[0.11558 0.20166 0.18786 0.16738 0.13586 0.09616 0.05216 0.02678 0.01252
 0.00404]","[0.00417973 0.38557994 0.59143156 0.01880878 0.         0.
 0.         0.         0.         0.        ]","[0.03466 0.10364 0.1517  0.18452 0.19924 0.15532 0.12064 0.04708 0.0032
 0.     ]","[0.03928 0.20944 0.35184 0.31868 0.08016 0.0006  0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 2.0000e-05 0.0000e+00 0.0000e+00]",-0.04661295040845395,0.22804628794815576,443,building
1177,1177,-0.3325140571475964,0.7005956120705922,-0.1721956642359032,0.06676608764233166,"[0.16522 0.19518 0.15288 0.12632 0.11468 0.0887  0.07188 0.05222 0.02576
 0.00716]","[0.04562044 0.48175182 0.47262774 0.         0.         0.
 0.         0.         0.         0.        ]","[0.08388 0.13282 0.1532  0.20564 0.16868 0.10408 0.0757  0.06338 0.01262
 0.     ]","[0.1042  0.305   0.35122 0.23022 0.00936 0.      0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 2.0000e-05 0.0000e+00 0.0000e+00 0.0000e+00]",-0.046627301436642905,-0.6713735322781764,167,human
1178,1178,-0.45189483815294296,-0.7206434054571382,-0.08469947264672695,-0.46447952784864993,"[0.36628 0.14124 0.0724  0.06214 0.0706  0.04724 0.04636 0.05978 0.08228
 0.05168]","[0.29020979 0.36713287 0.32342657 0.01923077 0.         0.
 0.         0.         0.         0.        ]","[0.19452 0.20086 0.15664 0.12892 0.13168 0.12478 0.05746 0.00474 0.0004
 0.     ]","[3.8436e-01 4.9002e-01 8.5080e-02 2.5560e-02 1.4500e-02 4.8000e-04
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 2.0000e-05 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.046171695797440106,-0.7113202803728839,1264,winged_vehicle
